ODS,Year,Variable,Value
RXV,2018,Disability,0.8265
RJ1,2018,Cleanliness,0.9973
RJ1,2018,Food,0.9348
RJ1,2018,Organisation Food,0.921
RJ1,2018,Ward Food,0.9396
RJ1,2018,"Privacy, Dignity and Wellbeing",0.9037
RJ1,2018,Condition Appearance and Maintenance,0.9591
RJ1,2018,Dementia,0.8499
RJ1,2018,Disability,0.847
RN5,2018,Cleanliness,0.9808
RN5,2018,Food,0.9009
RN5,2018,Organisation Food,0.9246
RN5,2018,Ward Food,0.8959
RN5,2018,"Privacy, Dignity and Wellbeing",0.765
RN5,2018,Condition Appearance and Maintenance,0.887
RN5,2018,Dementia,0.5766
RN5,2018,Disability,0.6748
RCD,2018,Cleanliness,0.9993
RCD,2018,Food,0.8907
RCD,2018,Organisation Food,0.8801
RCD,2018,Ward Food,0.8953
RCD,2018,"Privacy, Dignity and Wellbeing",0.7509
RCD,2018,Condition Appearance and Maintenance,0.9598
RCD,2018,Dementia,0.7263
RCD,2018,Disability,0.875
RR1,2018,Cleanliness,0.9806
RR1,2018,Food,0.9069
RR1,2018,Organisation Food,0.8774
RR1,2018,Ward Food,0.9144
RR1,2018,"Privacy, Dignity and Wellbeing",0.7047
RR1,2018,Condition Appearance and Maintenance,0.9138
RR1,2018,Dementia,0.6339
RR1,2018,Disability,0.7082
RY4,2018,Cleanliness,0.9837
RY4,2018,Food,0.865
RY4,2018,Organisation Food,0.8972
RY4,2018,Ward Food,0.8382
RY4,2018,"Privacy, Dignity and Wellbeing",0.8471
RY4,2018,Condition Appearance and Maintenance,0.9237
RY4,2018,Dementia,0.8214
RY4,2018,Disability,0.8837
RWR,2018,Cleanliness,0.9742
RWR,2018,Food,0.9269
RWR,2018,Organisation Food,0.9077
RWR,2018,Ward Food,0.9388
RWR,2018,"Privacy, Dignity and Wellbeing",0.8779
RWR,2018,Condition Appearance and Maintenance,0.9093
RWR,2018,Dementia,0.8052
RWR,2018,Disability,0.8121
RQQ,2018,Cleanliness,-
RQQ,2018,Food,-
RQQ,2018,Organisation Food,-
RQQ,2018,Ward Food,-
RQQ,2018,"Privacy, Dignity and Wellbeing",-
RQQ,2018,Condition Appearance and Maintenance,-
RQQ,2018,Dementia,-
RQQ,2018,Disability,-
RQX,2018,Cleanliness,0.9926
RQX,2018,Food,0.9328
RQX,2018,Organisation Food,0.9672
RQX,2018,Ward Food,0.9227
RQX,2018,"Privacy, Dignity and Wellbeing",0.8534
RQX,2018,Condition Appearance and Maintenance,0.9728
RQX,2018,Dementia,0.9285
RQX,2018,Disability,0.9141
RY9,2018,Cleanliness,0.9985
RY9,2018,Food,0.9708
RY9,2018,Organisation Food,0.9574
RY9,2018,Ward Food,0.9836
RY9,2018,"Privacy, Dignity and Wellbeing",0.8968
RY9,2018,Condition Appearance and Maintenance,0.9573
RY9,2018,Dementia,0.891
RY9,2018,Disability,0.8992
RWA,2018,Cleanliness,0.9887
RWA,2018,Food,0.9216
RWA,2018,Organisation Food,0.8695
RWA,2018,Ward Food,0.9318
RWA,2018,"Privacy, Dignity and Wellbeing",0.8593
RWA,2018,Condition Appearance and Maintenance,0.9457
RWA,2018,Dementia,0.7884
RWA,2018,Disability,0.8808
RV9,2018,Cleanliness,0.9915
RV9,2018,Food,0.9064
RV9,2018,Organisation Food,0.8269
RV9,2018,Ward Food,0.9902
RV9,2018,"Privacy, Dignity and Wellbeing",0.8695
RV9,2018,Condition Appearance and Maintenance,0.9514
RV9,2018,Dementia,0.6981
RV9,2018,Disability,0.7967
RYJ,2018,Cleanliness,0.9867
RYJ,2018,Food,0.9183
RYJ,2018,Organisation Food,0.951
RYJ,2018,Ward Food,0.9076
RYJ,2018,"Privacy, Dignity and Wellbeing",0.7548
RYJ,2018,Condition Appearance and Maintenance,0.9534
RYJ,2018,Dementia,0.787
RYJ,2018,Disability,0.7856
RGQ,2018,Cleanliness,0.9703
RGQ,2018,Food,0.8669
RGQ,2018,Organisation Food,0.8923
RGQ,2018,Ward Food,0.8632
RGQ,2018,"Privacy, Dignity and Wellbeing",0.7727
RGQ,2018,Condition Appearance and Maintenance,0.8234
RGQ,2018,Dementia,0.6737
RGQ,2018,Disability,0.7795
R1F,2018,Cleanliness,0.9321
R1F,2018,Food,0.8479
R1F,2018,Organisation Food,0.8096
R1F,2018,Ward Food,0.8577
R1F,2018,"Privacy, Dignity and Wellbeing",0.7822
R1F,2018,Condition Appearance and Maintenance,0.9179
R1F,2018,Dementia,0.7301
R1F,2018,Disability,0.7092
RGP,2018,Cleanliness,0.9931
RGP,2018,Food,0.8756
RGP,2018,Organisation Food,0.7924
RGP,2018,Ward Food,0.9139
RGP,2018,"Privacy, Dignity and Wellbeing",0.7321
RGP,2018,Condition Appearance and Maintenance,0.9471
RGP,2018,Dementia,0.819
RGP,2018,Disability,0.8295
RXY,2018,Cleanliness,0.9943
RXY,2018,Food,0.8703
RXY,2018,Organisation Food,0.8543
RXY,2018,Ward Food,0.8914
RXY,2018,"Privacy, Dignity and Wellbeing",0.8841
RXY,2018,Condition Appearance and Maintenance,0.9451
RXY,2018,Dementia,0.8694
RXY,2018,Disability,0.8187
RYY,2018,Cleanliness,0.9939
RYY,2018,Food,0.926
RYY,2018,Organisation Food,0.8969
RYY,2018,Ward Food,0.964
RYY,2018,"Privacy, Dignity and Wellbeing",0.8183
RYY,2018,Condition Appearance and Maintenance,0.8987
RYY,2018,Dementia,0.723
RYY,2018,Disability,0.8069
RNQ,2018,Cleanliness,0.9742
RNQ,2018,Food,0.8036
RNQ,2018,Organisation Food,0.7718
RNQ,2018,Ward Food,0.8137
RNQ,2018,"Privacy, Dignity and Wellbeing",0.7185
RNQ,2018,Condition Appearance and Maintenance,0.8606
RNQ,2018,Dementia,0.6033
RNQ,2018,Disability,0.6983
RJZ,2018,Cleanliness,0.9734
RJZ,2018,Food,0.9241
RJZ,2018,Organisation Food,0.978
RJZ,2018,Ward Food,0.9122
RJZ,2018,"Privacy, Dignity and Wellbeing",0.7546
RJZ,2018,Condition Appearance and Maintenance,0.8983
RJZ,2018,Dementia,0.7046
RJZ,2018,Disability,0.7306
RAX,2018,Cleanliness,0.9754
RAX,2018,Food,0.9014
RAX,2018,Organisation Food,0.9457
RAX,2018,Ward Food,0.895
RAX,2018,"Privacy, Dignity and Wellbeing",0.8485
RAX,2018,Condition Appearance and Maintenance,0.9389
RAX,2018,Dementia,0.7908
RAX,2018,Disability,0.8897
RW5,2018,Cleanliness,0.9906
RW5,2018,Food,0.9145
RW5,2018,Organisation Food,0.922
RW5,2018,Ward Food,0.9073
RW5,2018,"Privacy, Dignity and Wellbeing",0.9502
RW5,2018,Condition Appearance and Maintenance,0.9825
RW5,2018,Dementia,0.8832
RW5,2018,Disability,0.9219
RXN,2018,Cleanliness,0.9996
RXN,2018,Food,0.873
RXN,2018,Organisation Food,0.8419
RXN,2018,Ward Food,0.8795
RXN,2018,"Privacy, Dignity and Wellbeing",0.7919
RXN,2018,Condition Appearance and Maintenance,0.9689
RXN,2018,Dementia,0.7282
RXN,2018,Disability,0.7799
RGD,2018,Cleanliness,0.9931
RGD,2018,Food,0.8598
RGD,2018,Organisation Food,0.8233
RGD,2018,Ward Food,0.8917
RGD,2018,"Privacy, Dignity and Wellbeing",0.9341
RGD,2018,Condition Appearance and Maintenance,0.9734
RGD,2018,Dementia,0.9125
RGD,2018,Disability,0.9024
RY6,2018,Cleanliness,0.9569
RY6,2018,Food,0.873
RY6,2018,Organisation Food,0.832
RY6,2018,Ward Food,0.9321
RY6,2018,"Privacy, Dignity and Wellbeing",0.9151
RY6,2018,Condition Appearance and Maintenance,0.9189
RY6,2018,Dementia,0.7902
RY6,2018,Disability,0.96
RR8,2018,Cleanliness,0.9969
RR8,2018,Food,0.9482
RR8,2018,Organisation Food,0.929
RR8,2018,Ward Food,0.9517
RR8,2018,"Privacy, Dignity and Wellbeing",0.885
RR8,2018,Condition Appearance and Maintenance,0.9771
RR8,2018,Dementia,0.8502
RR8,2018,Disability,0.88
RT5,2018,Cleanliness,0.9878
RT5,2018,Food,0.9019
RT5,2018,Organisation Food,0.8248
RT5,2018,Ward Food,0.9637
RT5,2018,"Privacy, Dignity and Wellbeing",0.8315
RT5,2018,Condition Appearance and Maintenance,0.9249
RT5,2018,Dementia,0.7581
RT5,2018,Disability,0.8902
RY5,2018,Cleanliness,0.9839
RY5,2018,Food,0.878
RY5,2018,Organisation Food,0.8678
RY5,2018,Ward Food,0.9023
RY5,2018,"Privacy, Dignity and Wellbeing",0.8016
RY5,2018,Condition Appearance and Maintenance,0.872
RY5,2018,Dementia,0.7378
RY5,2018,Disability,0.8223
RP7,2018,Cleanliness,0.9804
RP7,2018,Food,0.8462
RP7,2018,Organisation Food,0.815
RP7,2018,Ward Food,0.8757
RP7,2018,"Privacy, Dignity and Wellbeing",0.8576
RP7,2018,Condition Appearance and Maintenance,0.9359
RP7,2018,Dementia,0.705
RP7,2018,Disability,0.804
RY1,2018,Cleanliness,-
RY1,2018,Food,-
RY1,2018,Organisation Food,-
RY1,2018,Ward Food,-
RY1,2018,"Privacy, Dignity and Wellbeing",-
RY1,2018,Condition Appearance and Maintenance,-
RY1,2018,Dementia,-
RY1,2018,Disability,-
RBQ,2018,Cleanliness,0.9871
RBQ,2018,Food,0.987
RBQ,2018,Organisation Food,0.9838
RBQ,2018,Ward Food,0.9883
RBQ,2018,"Privacy, Dignity and Wellbeing",0.9682
RBQ,2018,Condition Appearance and Maintenance,0.9819
RBQ,2018,Dementia,0.9246
RBQ,2018,Disability,0.9349
REP,2018,Cleanliness,0.9986
REP,2018,Food,0.9262
REP,2018,Organisation Food,0.9158
REP,2018,Ward Food,0.9328
REP,2018,"Privacy, Dignity and Wellbeing",0.8508
REP,2018,Condition Appearance and Maintenance,0.9392
REP,2018,Dementia,0.7714
REP,2018,Disability,0.7791
R1K,2018,Cleanliness,0.9799
R1K,2018,Food,0.8771
R1K,2018,Organisation Food,0.9448
R1K,2018,Ward Food,0.8512
R1K,2018,"Privacy, Dignity and Wellbeing",0.693
R1K,2018,Condition Appearance and Maintenance,0.932
R1K,2018,Dementia,0.8255
R1K,2018,Disability,0.8002
RC9,2018,Cleanliness,0.9494
RC9,2018,Food,0.8559
RC9,2018,Organisation Food,0.8891
RC9,2018,Ward Food,0.8507
RC9,2018,"Privacy, Dignity and Wellbeing",0.7719
RC9,2018,Condition Appearance and Maintenance,0.8874
RC9,2018,Dementia,0.7458
RC9,2018,Disability,0.799
RWF,2018,Cleanliness,0.9993
RWF,2018,Food,0.9433
RWF,2018,Organisation Food,0.9385
RWF,2018,Ward Food,0.9452
RWF,2018,"Privacy, Dignity and Wellbeing",0.9149
RWF,2018,Condition Appearance and Maintenance,0.989
RWF,2018,Dementia,0.9489
RWF,2018,Disability,0.9612
RPA,2018,Cleanliness,0.9806
RPA,2018,Food,0.8049
RPA,2018,Organisation Food,0.8559
RPA,2018,Ward Food,0.7907
RPA,2018,"Privacy, Dignity and Wellbeing",0.7854
RPA,2018,Condition Appearance and Maintenance,0.9158
RPA,2018,Dementia,0.7513
RPA,2018,Disability,0.8051
RW4,2018,Cleanliness,0.993
RW4,2018,Food,0.9378
RW4,2018,Organisation Food,0.8982
RW4,2018,Ward Food,0.9605
RW4,2018,"Privacy, Dignity and Wellbeing",0.9501
RW4,2018,Condition Appearance and Maintenance,0.9759
RW4,2018,Dementia,0.9183
RW4,2018,Disability,0.9373
RQ8,2018,Cleanliness,0.991
RQ8,2018,Food,0.8562
RQ8,2018,Organisation Food,0.9144
RQ8,2018,Ward Food,0.8441
RQ8,2018,"Privacy, Dignity and Wellbeing",0.8168
RQ8,2018,Condition Appearance and Maintenance,0.9467
RQ8,2018,Dementia,0.7708
RQ8,2018,Disability,0.8297
RXF,2018,Cleanliness,0.9754
RXF,2018,Food,0.8577
RXF,2018,Organisation Food,0.7782
RXF,2018,Ward Food,0.8811
RXF,2018,"Privacy, Dignity and Wellbeing",0.7216
RXF,2018,Condition Appearance and Maintenance,0.9488
RXF,2018,Dementia,0.6708
RXF,2018,Disability,0.7845
RD8,2018,Cleanliness,0.9484
RD8,2018,Food,0.837
RD8,2018,Organisation Food,0.8737
RD8,2018,Ward Food,0.8249
RD8,2018,"Privacy, Dignity and Wellbeing",0.7932
RD8,2018,Condition Appearance and Maintenance,0.9303
RD8,2018,Dementia,0.8458
RD8,2018,Disability,0.8439
RP6,2018,Cleanliness,0.9981
RP6,2018,Food, -
RP6,2018,Organisation Food, -
RP6,2018,Ward Food, -
RP6,2018,"Privacy, Dignity and Wellbeing",0.9205
RP6,2018,Condition Appearance and Maintenance,0.9959
RP6,2018,Dementia,0.933
RP6,2018,Disability,0.9655
RM1,2018,Cleanliness,0.9929
RM1,2018,Food,0.8687
RM1,2018,Organisation Food,0.909
RM1,2018,Ward Food,0.8607
RM1,2018,"Privacy, Dignity and Wellbeing",0.8826
RM1,2018,Condition Appearance and Maintenance,0.9518
RM1,2018,Dementia,0.8929
RM1,2018,Disability,0.9018
RMY,2018,Cleanliness,0.9951
RMY,2018,Food,0.9921
RMY,2018,Organisation Food,0.9835
RMY,2018,Ward Food,0.9975
RMY,2018,"Privacy, Dignity and Wellbeing",0.9452
RMY,2018,Condition Appearance and Maintenance,0.982
RMY,2018,Dementia,0.9286
RMY,2018,Disability,0.9755
RY3,2018,Cleanliness,0.9936
RY3,2018,Food,0.9639
RY3,2018,Organisation Food,0.9523
RY3,2018,Ward Food,0.9761
RY3,2018,"Privacy, Dignity and Wellbeing",0.8669
RY3,2018,Condition Appearance and Maintenance,0.9549
RY3,2018,Dementia,0.8889
RY3,2018,Disability,0.8965
RVJ,2018,Cleanliness,0.9549
RVJ,2018,Food,0.9128
RVJ,2018,Organisation Food,0.8119
RVJ,2018,Ward Food,0.9236
RVJ,2018,"Privacy, Dignity and Wellbeing",0.8711
RVJ,2018,Condition Appearance and Maintenance,0.9134
RVJ,2018,Dementia,0.7709
RVJ,2018,Disability,0.8717
RNL,2018,Cleanliness,0.9183
RNL,2018,Food,0.7878
RNL,2018,Organisation Food,0.8668
RNL,2018,Ward Food,0.7735
RNL,2018,"Privacy, Dignity and Wellbeing",0.6858
RNL,2018,Condition Appearance and Maintenance,0.8437
RNL,2018,Dementia,0.6877
RNL,2018,Disability,0.7263
RAT,2018,Cleanliness,0.9988
RAT,2018,Food,0.9389
RAT,2018,Organisation Food,0.9189
RAT,2018,Ward Food,0.9573
RAT,2018,"Privacy, Dignity and Wellbeing",0.8547
RAT,2018,Condition Appearance and Maintenance,0.9279
RAT,2018,Dementia,0.8085
RAT,2018,Disability,0.8551
RRD,2018,Cleanliness,-
RRD,2018,Food,-
RRD,2018,Organisation Food,-
RRD,2018,Ward Food,-
RRD,2018,"Privacy, Dignity and Wellbeing",-
RRD,2018,Condition Appearance and Maintenance,-
RRD,2018,Dementia,-
RRD,2018,Disability,-
RAP,2018,Cleanliness,0.9523
RAP,2018,Food,0.8294
RAP,2018,Organisation Food,0.9115
RAP,2018,Ward Food,0.8128
RAP,2018,"Privacy, Dignity and Wellbeing",0.8812
RAP,2018,Condition Appearance and Maintenance,0.9483
RAP,2018,Dementia,0.8771
RAP,2018,Disability,0.8695
RLY,2018,Cleanliness,0.9947
RLY,2018,Food,0.9626
RLY,2018,Organisation Food,0.9308
RLY,2018,Ward Food,0.9847
RLY,2018,"Privacy, Dignity and Wellbeing",0.9707
RLY,2018,Condition Appearance and Maintenance,0.989
RLY,2018,Dementia,0.9199
RLY,2018,Disability,0.982
RVW,2018,Cleanliness,0.9988
RVW,2018,Food,0.9271
RVW,2018,Organisation Food,0.919
RVW,2018,Ward Food,0.9304
RVW,2018,"Privacy, Dignity and Wellbeing",0.9349
RVW,2018,Condition Appearance and Maintenance,0.9776
RVW,2018,Dementia,0.86
RVW,2018,Disability,0.8704
RNS,2018,Cleanliness,0.9959
RNS,2018,Food,0.9161
RNS,2018,Organisation Food,0.9287
RNS,2018,Ward Food,0.9111
RNS,2018,"Privacy, Dignity and Wellbeing",0.9037
RNS,2018,Condition Appearance and Maintenance,0.9822
RNS,2018,Dementia,0.8708
RNS,2018,Disability,0.9707
RP1,2018,Cleanliness,0.9961
RP1,2018,Food,0.9695
RP1,2018,Organisation Food,0.9088
RP1,2018,Ward Food,0.996
RP1,2018,"Privacy, Dignity and Wellbeing",0.939
RP1,2018,Condition Appearance and Maintenance,0.98
RP1,2018,Dementia,0.9298
RP1,2018,Disability,0.9363
RBZ,2018,Cleanliness,0.9777
RBZ,2018,Food,0.8587
RBZ,2018,Organisation Food,0.9172
RBZ,2018,Ward Food,0.8376
RBZ,2018,"Privacy, Dignity and Wellbeing",0.8161
RBZ,2018,Condition Appearance and Maintenance,0.9496
RBZ,2018,Dementia,0.7976
RBZ,2018,Disability,0.8928
RJL,2018,Cleanliness,0.9934
RJL,2018,Food,0.9313
RJL,2018,Organisation Food,0.8682
RJL,2018,Ward Food,0.9471
RJL,2018,"Privacy, Dignity and Wellbeing",0.8447
RJL,2018,Condition Appearance and Maintenance,0.9487
RJL,2018,Dementia,0.6688
RJL,2018,Disability,0.7904
RX4,2018,Cleanliness,0.9916
RX4,2018,Food,0.9052
RX4,2018,Organisation Food,0.8777
RX4,2018,Ward Food,0.9297
RX4,2018,"Privacy, Dignity and Wellbeing",0.935
RX4,2018,Condition Appearance and Maintenance,0.9594
RX4,2018,Dementia,0.9019
RX4,2018,Disability,0.8717
RTF,2018,Cleanliness,0.9988
RTF,2018,Food,0.9862
RTF,2018,Organisation Food,0.9795
RTF,2018,Ward Food,0.9883
RTF,2018,"Privacy, Dignity and Wellbeing",0.9536
RTF,2018,Condition Appearance and Maintenance,0.9917
RTF,2018,Dementia,0.9702
RTF,2018,Disability,0.9745
RX1,2018,Cleanliness,0.9351
RX1,2018,Food,0.9163
RX1,2018,Organisation Food,0.8917
RX1,2018,Ward Food,0.9185
RX1,2018,"Privacy, Dignity and Wellbeing",0.7432
RX1,2018,Condition Appearance and Maintenance,0.9071
RX1,2018,Dementia,0.6831
RX1,2018,Disability,0.7678
RHA,2018,Cleanliness,0.9664
RHA,2018,Food,0.8801
RHA,2018,Organisation Food,0.8603
RHA,2018,Ward Food,0.8965
RHA,2018,"Privacy, Dignity and Wellbeing",0.912
RHA,2018,Condition Appearance and Maintenance,0.9297
RHA,2018,Dementia,0.7856
RHA,2018,Disability,0.8876
RNU,2018,Cleanliness,0.9921
RNU,2018,Food,0.9142
RNU,2018,Organisation Food,0.9185
RNU,2018,Ward Food,0.9138
RNU,2018,"Privacy, Dignity and Wellbeing",0.9215
RNU,2018,Condition Appearance and Maintenance,0.9574
RNU,2018,Dementia,0.9354
RNU,2018,Disability,0.9045
RTH,2018,Cleanliness,0.9542
RTH,2018,Food,0.8589
RTH,2018,Organisation Food,0.9045
RTH,2018,Ward Food,0.8422
RTH,2018,"Privacy, Dignity and Wellbeing",0.8115
RTH,2018,Condition Appearance and Maintenance,0.9071
RTH,2018,Dementia,0.7001
RTH,2018,Disability,0.7619
RPG,2018,Cleanliness,0.9907
RPG,2018,Food,0.9174
RPG,2018,Organisation Food,0.9376
RPG,2018,Ward Food,0.8926
RPG,2018,"Privacy, Dignity and Wellbeing",0.9585
RPG,2018,Condition Appearance and Maintenance,0.9783
RPG,2018,Dementia,0.9667
RPG,2018,Disability,0.9621
RGM,2018,Cleanliness,0.9966
RGM,2018,Food,0.8978
RGM,2018,Organisation Food,0.9079
RGM,2018,Ward Food,0.8936
RGM,2018,"Privacy, Dignity and Wellbeing",0.7744
RGM,2018,Condition Appearance and Maintenance,0.9523
RGM,2018,Dementia,0.7989
RGM,2018,Disability,0.7794
RW6,2018,Cleanliness,0.9919
RW6,2018,Food,0.9059
RW6,2018,Organisation Food,0.9393
RW6,2018,Ward Food,0.8962
RW6,2018,"Privacy, Dignity and Wellbeing",0.872
RW6,2018,Condition Appearance and Maintenance,0.9351
RW6,2018,Dementia,0.749
RW6,2018,Disability,0.8555
RT2,2018,Cleanliness,0.9928
RT2,2018,Food,0.8993
RT2,2018,Organisation Food,0.891
RT2,2018,Ward Food,0.9059
RT2,2018,"Privacy, Dignity and Wellbeing",0.8873
RT2,2018,Condition Appearance and Maintenance,0.9555
RT2,2018,Dementia,0.8714
RT2,2018,Disability,0.9064
RGN,2018,Cleanliness,0.9909
RGN,2018,Food,0.8968
RGN,2018,Organisation Food,0.8962
RGN,2018,Ward Food,0.8962
RGN,2018,"Privacy, Dignity and Wellbeing",0.8632
RGN,2018,Condition Appearance and Maintenance,0.9663
RGN,2018,Dementia,0.7939
RGN,2018,Disability,0.8637
RK9,2018,Cleanliness,0.9922
RK9,2018,Food,0.9504
RK9,2018,Organisation Food,0.9445
RK9,2018,Ward Food,0.9508
RK9,2018,"Privacy, Dignity and Wellbeing",0.875
RK9,2018,Condition Appearance and Maintenance,0.9022
RK9,2018,Dementia,0.8611
RK9,2018,Disability,0.8824
RD3,2018,Cleanliness,0.981
RD3,2018,Food,0.9189
RD3,2018,Organisation Food,0.9448
RD3,2018,Ward Food,0.9156
RD3,2018,"Privacy, Dignity and Wellbeing",0.7755
RD3,2018,Condition Appearance and Maintenance,0.9438
RD3,2018,Dementia,0.7761
RD3,2018,Disability,0.817
RHU,2018,Cleanliness,0.9794
RHU,2018,Food,0.875
RHU,2018,Organisation Food,0.9283
RHU,2018,Ward Food,0.8664
RHU,2018,"Privacy, Dignity and Wellbeing",0.8324
RHU,2018,Condition Appearance and Maintenance,0.9759
RHU,2018,Dementia,0.767
RHU,2018,Disability,0.8332
RPC,2018,Cleanliness,0.9883
RPC,2018,Food,0.7533
RPC,2018,Organisation Food,0.8566
RPC,2018,Ward Food,0.6934
RPC,2018,"Privacy, Dignity and Wellbeing",0.7716
RPC,2018,Condition Appearance and Maintenance,0.8433
RPC,2018,Dementia,0.5505
RPC,2018,Disability,0.6096
RL1,2018,Cleanliness,0.9942
RL1,2018,Food,0.9463
RL1,2018,Organisation Food,0.9177
RL1,2018,Ward Food,0.9667
RL1,2018,"Privacy, Dignity and Wellbeing",0.8463
RL1,2018,Condition Appearance and Maintenance,0.9003
RL1,2018,Dementia,0.758
RL1,2018,Disability,0.8122
RXE,2018,Cleanliness,0.9826
RXE,2018,Food,0.9261
RXE,2018,Organisation Food,0.879
RXE,2018,Ward Food,0.971
RXE,2018,"Privacy, Dignity and Wellbeing",0.9093
RXE,2018,Condition Appearance and Maintenance,0.9686
RXE,2018,Dementia,0.9157
RXE,2018,Disability,0.8959
RHW,2018,Cleanliness,0.9932
RHW,2018,Food,0.9569
RHW,2018,Organisation Food,0.9878
RHW,2018,Ward Food,0.9496
RHW,2018,"Privacy, Dignity and Wellbeing",0.9397
RHW,2018,Condition Appearance and Maintenance,0.961
RHW,2018,Dementia,0.8741
RHW,2018,Disability,0.8942
RT3,2018,Cleanliness,0.9931
RT3,2018,Food,0.9423
RT3,2018,Organisation Food,0.9658
RT3,2018,Ward Food,0.9357
RT3,2018,"Privacy, Dignity and Wellbeing",0.921
RT3,2018,Condition Appearance and Maintenance,0.9436
RT3,2018,Dementia,0.869
RT3,2018,Disability,0.871
REF,2018,Cleanliness,0.9843
REF,2018,Food,0.8491
REF,2018,Organisation Food,0.864
REF,2018,Ward Food,0.8434
REF,2018,"Privacy, Dignity and Wellbeing",0.8017
REF,2018,Condition Appearance and Maintenance,0.9213
REF,2018,Dementia,0.7639
REF,2018,Disability,0.8113
RH8,2018,Cleanliness,0.9741
RH8,2018,Food,0.8993
RH8,2018,Organisation Food,0.931
RH8,2018,Ward Food,0.8953
RH8,2018,"Privacy, Dignity and Wellbeing",0.8171
RH8,2018,Condition Appearance and Maintenance,0.92
RH8,2018,Dementia,0.7336
RH8,2018,Disability,0.8124
RAL,2018,Cleanliness,0.995
RAL,2018,Food,0.8906
RAL,2018,Organisation Food,0.9502
RAL,2018,Ward Food,0.8757
RAL,2018,"Privacy, Dignity and Wellbeing",0.8472
RAL,2018,Condition Appearance and Maintenance,0.9637
RAL,2018,Dementia,0.8275
RAL,2018,Disability,0.8341
RQ6,2018,Cleanliness,0.9992
RQ6,2018,Food,0.9486
RQ6,2018,Organisation Food,0.9334
RQ6,2018,Ward Food,0.9536
RQ6,2018,"Privacy, Dignity and Wellbeing",0.8829
RQ6,2018,Condition Appearance and Maintenance,0.993
RQ6,2018,Dementia,0.8689
RQ6,2018,Disability,0.9622
RAN,2018,Cleanliness,0.9771
RAN,2018,Food,0.9266
RAN,2018,Organisation Food,0.9822
RAN,2018,Ward Food,0.9056
RAN,2018,"Privacy, Dignity and Wellbeing",0.8536
RAN,2018,Condition Appearance and Maintenance,0.8909
RAN,2018,Dementia,0.6124
RAN,2018,Disability,0.7442
RRJ,2018,Cleanliness,0.9747
RRJ,2018,Food,0.8857
RRJ,2018,Organisation Food,0.916
RRJ,2018,Ward Food,0.8755
RRJ,2018,"Privacy, Dignity and Wellbeing",0.8667
RRJ,2018,Condition Appearance and Maintenance,0.9432
RRJ,2018,Dementia,0.8153
RRJ,2018,Disability,0.8752
RA2,2018,Cleanliness,0.9895
RA2,2018,Food,0.9382
RA2,2018,Organisation Food,0.9832
RA2,2018,Ward Food,0.9259
RA2,2018,"Privacy, Dignity and Wellbeing",0.8782
RA2,2018,Condition Appearance and Maintenance,0.9558
RA2,2018,Dementia,0.9121
RA2,2018,Disability,0.9486
RD1,2018,Cleanliness,0.9831
RD1,2018,Food,0.9416
RD1,2018,Organisation Food,0.8612
RD1,2018,Ward Food,0.9593
RD1,2018,"Privacy, Dignity and Wellbeing",0.8083
RD1,2018,Condition Appearance and Maintenance,0.8872
RD1,2018,Dementia,0.7202
RD1,2018,Disability,0.7217
RM3,2018,Cleanliness,0.9951
RM3,2018,Food,0.9326
RM3,2018,Organisation Food,0.9394
RM3,2018,Ward Food,0.9308
RM3,2018,"Privacy, Dignity and Wellbeing",0.9467
RM3,2018,Condition Appearance and Maintenance,0.9642
RM3,2018,Dementia,0.8809
RM3,2018,Disability,0.8974
RNZ,2018,Cleanliness,0.9966
RNZ,2018,Food,0.9521
RNZ,2018,Organisation Food,0.9876
RNZ,2018,Ward Food,0.9423
RNZ,2018,"Privacy, Dignity and Wellbeing",0.8637
RNZ,2018,Condition Appearance and Maintenance,0.9672
RNZ,2018,Dementia,0.8618
RNZ,2018,Disability,0.8803
RXK,2018,Cleanliness,0.9873
RXK,2018,Food,0.9302
RXK,2018,Organisation Food,0.8615
RXK,2018,Ward Food,0.9577
RXK,2018,"Privacy, Dignity and Wellbeing",0.8547
RXK,2018,Condition Appearance and Maintenance,0.9727
RXK,2018,Dementia,0.8496
RXK,2018,Disability,0.8816
RCU,2018,Cleanliness,0.9981
RCU,2018,Food,0.9762
RCU,2018,Organisation Food,0.9401
RCU,2018,Ward Food,0.997
RCU,2018,"Privacy, Dignity and Wellbeing",0.7719
RCU,2018,Condition Appearance and Maintenance,0.9668
RCU,2018,Dementia, -
RCU,2018,Disability,0.8203
RHQ,2018,Cleanliness,0.993
RHQ,2018,Food,0.9452
RHQ,2018,Organisation Food,0.9784
RHQ,2018,Ward Food,0.9374
RHQ,2018,"Privacy, Dignity and Wellbeing",0.7891
RHQ,2018,Condition Appearance and Maintenance,0.9478
RHQ,2018,Dementia,0.7716
RHQ,2018,Disability,0.8117
RK5,2018,Cleanliness,0.9952
RK5,2018,Food,0.9246
RK5,2018,Organisation Food,0.9149
RK5,2018,Ward Food,0.9296
RK5,2018,"Privacy, Dignity and Wellbeing",0.8508
RK5,2018,Condition Appearance and Maintenance,0.9616
RK5,2018,Dementia,0.757
RK5,2018,Disability,0.8375
RXW,2018,Cleanliness,0.9995
RXW,2018,Food,0.9425
RXW,2018,Organisation Food,0.8209
RXW,2018,Ward Food,0.9622
RXW,2018,"Privacy, Dignity and Wellbeing",0.7233
